Key,Context,Variables,en,es,fr,pt,de,af,zu,st
"dashboard.petty_cash.enter_receipt_number","Dashboard","","Enter receipt number (optional)","","","","","","",""
"dashboard.petty_cash.attach_receipt","Dashboard","","Attach Receipt","","","","","","",""
"dashboard.petty_cash.save","Dashboard","","Save","","","","","","",""
"dashboard.petty_cash.cancel","Dashboard","","Cancel","","","","","","",""
"dashboard.petty_cash.expense","Dashboard","","Expense","","","","","","",""
"dashboard.petty_cash.replenishment","Dashboard","","Replenishment","","","","","","",""
"dashboard.petty_cash.adjustment","Dashboard","","Adjustment","","","","","","",""
"dashboard.petty_cash.approved","Dashboard","","Approved","","","","","","",""
"dashboard.petty_cash.pending","Dashboard","","Pending","","","","","","",""
"dashboard.petty_cash.rejected","Dashboard","","Rejected","","","","","","",""
"dashboard.petty_cash.error_no_school","Dashboard","","No school assigned to your account","","","","","","",""
"dashboard.petty_cash.error_fill_fields","Dashboard","","Please fill in all required fields","","","","","","",""
"dashboard.petty_cash.error_valid_amount","Dashboard","","Please enter a valid amount","","","","","","",""
"dashboard.petty_cash.error_insufficient_balance","Dashboard","","Insufficient petty cash balance","","","","","","",""
"dashboard.petty_cash.error_replenishment_amount","Dashboard","","Please enter replenishment amount","","","","","","",""
"dashboard.petty_cash.error_amount_description","Dashboard","","Please enter amount and description","","","","","","",""
"dashboard.petty_cash.error_withdrawal_exceeds","Dashboard","","Withdrawal amount exceeds current balance","","","","","","",""
"dashboard.petty_cash.error_failed_load","Dashboard","","Failed to load petty cash information","","","","","","",""
"dashboard.petty_cash.error_failed_add","Dashboard","","Failed to add expense","","","","","","",""
"dashboard.petty_cash.error_failed_record","Dashboard","","Failed to record replenishment","","","","","","",""
"dashboard.petty_cash.error_failed_withdrawal","Dashboard","","Failed to record withdrawal","","","","","","",""
"dashboard.petty_cash.error_db_unavailable","Dashboard","","Database connection not available","","","","","","",""
"dashboard.petty_cash.success_expense_added","Dashboard","","Expense added successfully","","","","","","",""
"dashboard.petty_cash.success_expense_receipt","Dashboard",""," with receipt","","","","","","",""
"dashboard.petty_cash.success_replenishment","Dashboard","","Replenishment recorded successfully","","","","","","",""
"dashboard.petty_cash.success_withdrawal","Dashboard","","Withdrawal recorded successfully","","","","","","",""
"dashboard.petty_cash.confirm_withdrawal","Dashboard","","Confirm Withdrawal","","","","","","",""
"dashboard.petty_cash.confirm_withdrawal_message","Dashboard","amount","Are you sure you want to withdraw {{amount}} from petty cash?

This will reduce the available balance.","","","","","","",""
"dashboard.petty_cash.withdraw","Dashboard","","Withdraw","","","","","","",""
"dashboard.petty_cash.stationery_supplies","Dashboard","","Stationery & Supplies","","","","","","",""
"dashboard.petty_cash.refreshments","Dashboard","","Refreshments","","","","","","",""
"dashboard.petty_cash.maintenance_repairs","Dashboard","","Maintenance & Repairs","","","","","","",""
"dashboard.petty_cash.travel_transport","Dashboard","","Travel & Transport","","","","","","",""
"dashboard.petty_cash.communication","Dashboard","","Communication","","","","","","",""
"dashboard.petty_cash.medical_first_aid","Dashboard","","Medical & First Aid","","","","","","",""
"dashboard.petty_cash.cleaning_supplies","Dashboard","","Cleaning Supplies","","","","","","",""
"dashboard.petty_cash.utilities_small","Dashboard","","Utilities (small amounts)","","","","","","",""
"dashboard.petty_cash.emergency_expenses","Dashboard","","Emergency Expenses","","","","","","",""
"dashboard.petty_cash.other","Dashboard","","Other","","","","","","",""
"dashboard.petty_cash.loading_data","Dashboard","","Loading petty cash data...","","","","","","",""
"dashboard.petty_cash.low_balance_warning","Dashboard","","Low balance - consider replenishment","","","","","","",""
"dashboard.petty_cash.available_balance","Dashboard","","Available Balance","","","","","","",""
"dashboard.petty_cash.replenishment_amount","Dashboard","","Replenishment Amount","","","","","","",""
"dashboard.petty_cash.current_status","Dashboard","","Current Status","","","","","","",""
"dashboard.petty_cash.replenishment_recommendation","Dashboard","","Recommended replenishment when balance falls below R1,000","","","","","","",""
"dashboard.petty_cash.withdrawal_amount","Dashboard","","Withdrawal Amount","","","","","","",""
"dashboard.petty_cash.withdrawal_reason","Dashboard","","Reason for Withdrawal","","","","","","",""
"dashboard.petty_cash.withdrawal_reason_placeholder","Dashboard","","Why are you withdrawing this cash?","","","","","","",""
"dashboard.petty_cash.reference_number","Dashboard","","Reference Number","","","","","","",""
"dashboard.petty_cash.reference_placeholder","Dashboard","","Bank deposit slip, reference number, etc.","","","","","","",""
"dashboard.petty_cash.withdrawal_notice","Dashboard","","This withdrawal will reduce your petty cash balance. Use this when cash needs to be deposited back to the main account or removed for other reasons.","","","","","","",""
"dashboard.receipt.choose_method","Dashboard","","Choose how to add your receipt:","","","","","","",""
"dashboard.receipt.take_photo","Dashboard","","Take Photo","","","","","","",""
"dashboard.receipt.choose_from_gallery","Dashboard","","Choose from Gallery","","","","","","",""
"dashboard.receipt.permission_required","Dashboard","","Permission required","","","","","","",""
"dashboard.receipt.camera_permission","Dashboard","","Camera permission is needed to take photos","","","","","","",""
"dashboard.receipt.gallery_permission","Dashboard","","Gallery permission is needed to select photos","","","","","","",""
"dashboard.receipt.error_take_photo","Dashboard","","Failed to take photo","","","","","","",""
"dashboard.receipt.error_select_image","Dashboard","","Failed to select image","","","","","","",""
"dashboard.receipt.receipt_image","Dashboard","","Receipt Image","","","","","","",""
"dashboard.receipt.add_receipt_photo","Dashboard","","Add Receipt Photo","","","","","","",""
"dashboard.receipt.tap_to_photo_gallery","Dashboard","","Tap to take photo or select from gallery","","","","","","",""
"dashboard.transaction.failed_cancel","Dashboard","","Failed to cancel transaction","","","","","","",""
"dashboard.transaction.principals_only_delete","Dashboard","","Only principals can delete transactions","","","","","","",""
"dashboard.transaction.failed_delete","Dashboard","","Failed to delete transaction","","","","","","",""
"dashboard.transaction.failed_reverse","Dashboard","","Failed to create reversal","","","","","","",""
"dashboard.petty_cash_reconcile.title","Dashboard","","Cash Reconciliation","","","","","","",""
"dashboard.petty_cash_reconcile.loading_data","Dashboard","","Loading reconciliation data...","","","","","","",""
"dashboard.petty_cash_reconcile.balance_comparison","Dashboard","","Balance Comparison","","","","","","",""
"dashboard.petty_cash_reconcile.system_balance","Dashboard","","System Balance","","","","","","",""
"dashboard.petty_cash_reconcile.physical_cash","Dashboard","","Physical Cash","","","","","","",""
"dashboard.petty_cash_reconcile.variance","Dashboard","","Variance","","","","","","",""
"dashboard.petty_cash_reconcile.variance_physical_exceeds","Dashboard","","Physical cash exceeds system balance","","","","","","",""
"dashboard.petty_cash_reconcile.variance_system_exceeds","Dashboard","","System balance exceeds physical cash","","","","","","",""
"dashboard.petty_cash_reconcile.count_physical_cash","Dashboard","","Count Physical Cash","","","","","","",""
"dashboard.petty_cash_reconcile.counting_instructions","Dashboard","","Count each denomination and enter the quantity below:","","","","","","",""
"dashboard.petty_cash_reconcile.enter_quantity_placeholder","Dashboard","","0","","","","","","",""
"dashboard.petty_cash_reconcile.notes_title","Dashboard","","Reconciliation Notes","","","","","","",""
"dashboard.petty_cash_reconcile.notes_placeholder","Dashboard","","Add any notes about discrepancies or observations...","","","","","","",""
"dashboard.petty_cash_reconcile.last_reconciliation","Dashboard","","Last Reconciliation","","","","","","",""
"dashboard.petty_cash_reconcile.complete_reconciliation","Dashboard","","Complete Reconciliation","","","","","","",""
"dashboard.petty_cash_reconcile.reconciling","Dashboard","","Reconciling...","","","","","","",""
"dashboard.petty_cash_reconcile.save_success_title","Dashboard","","Reconciliation Complete","","","","","","",""
"dashboard.petty_cash_reconcile.save_success_message","Dashboard","variance","Cash reconciliation has been recorded.

Variance: {{variance}}","","","","","","",""
"dashboard.petty_cash_reconcile.view_history","Dashboard","","View History","","","","","","",""
"dashboard.petty_cash_reconcile.load_error","Dashboard","","Failed to load reconciliation data","","","","","","",""
"dashboard.petty_cash_reconcile.save_error","Dashboard","","Failed to save reconciliation","","","","","","",""
"dashboard.category.choose_expense_category","Dashboard","","Choose an expense category:","","","","","","",""
"announcement.create_announcement","announcement","","Create Announcement","","","","","","",""
"announcement.title","announcement","","Title","","","","","","",""
"announcement.message","announcement","","Message","","","","","","",""
"announcement.send_to","announcement","","Send To","","","","","","",""
"announcement.priority_level","announcement","","Priority Level","","","","","","",""
"announcement.options","announcement","","Options","","","","","","",""
"announcement.preview","announcement","","Preview","","","","","","",""
"announcement.send","announcement","","Send","","","","","","",""
"announcement.teachers","announcement","","Teachers","","","","","","",""
"announcement.parents","announcement","","Parents","","","","","","",""
"announcement.students","announcement","","Students","","","","","","",""
"announcement.admin_staff","announcement","","Admin Staff","","","","","","",""
"announcement.low","announcement","","Low","","","","","","",""
"announcement.normal","announcement","","Normal","","","","","","",""
"announcement.high","announcement","","High","","","","","","",""
"announcement.urgent","announcement","","Urgent","","","","","","",""
"announcement.requires_response","announcement","","Requires Response","","","","","","",""
"announcement.schedule_for_later","announcement","","Schedule for Later","","","","","","",""
"announcement.recipients_count","announcement","count","{{count}} recipients","","","","","","",""
"announcement.enter_title","announcement","","Enter announcement title...","","","","","","",""
"announcement.write_message","announcement","","Write your announcement message here...","","","","","","",""
"announcement.characters_count","announcement","count","{{count}}/1000 characters","","","","","","",""
"announcement.missing_information","announcement","","Missing Information","","","","","","",""
"announcement.provide_title_message","announcement","","Please provide both title and message","","","","","","",""
"announcement.no_audience","announcement","","No Audience","","","","","","",""
"announcement.select_audience","announcement","","Please select at least one audience","","","","","","",""
"announcement.recipients_acknowledge","announcement","","Recipients must acknowledge this announcement","","","","","","",""
"announcement.send_specific_time","announcement","","Send at a specific date and time","","","","","","",""
"announcement.announcement_title_placeholder","announcement","","Announcement Title","","","","","","",""
"announcement.message_placeholder","announcement","","Your announcement message will appear here...","","","","","","",""
"announcement.sent_to","announcement","audience","Sent to: {{audience}}","","","","","","",""
"announcement.no_audience_selected","announcement","","No audience selected","","","","","","",""
"petty_cash.petty_cash","petty_cash","","Petty Cash","","","","","","",""
"petty_cash.current_balance","petty_cash","","Current Balance","","","","","","",""
"petty_cash.quick_actions","petty_cash","","Quick Actions","","","","","","",""
"petty_cash.add_expense","petty_cash","","Add Expense","","","","","","",""
"petty_cash.replenish_cash","petty_cash","","Replenish Cash","","","","","","",""
"petty_cash.withdraw_cash","petty_cash","","Withdraw Cash","","","","","","",""
"petty_cash.reconcile","petty_cash","","Reconcile","","","","","","",""
"petty_cash.recent_transactions","petty_cash","","Recent Transactions","","","","","","",""
"petty_cash.view_all","petty_cash","","View All","","","","","","",""
"petty_cash.total_expenses","petty_cash","","Total Expenses","","","","","","",""
"petty_cash.total_replenishments","petty_cash","","Total Replenishments","","","","","","",""
"petty_cash.pending_approval","petty_cash","","Pending Approval","","","","","","",""
"petty_cash.no_transactions_yet","petty_cash","","No Transactions Yet","","","","","","",""
"petty_cash.add_first_expense","petty_cash","","Add your first expense or replenishment","","","","","","",""
"petty_cash.monthly_overview","petty_cash","","Monthly Overview","","","","","","",""
"petty_cash.balance","petty_cash","","Balance","","","","","","",""
"petty_cash.amount","petty_cash","","Amount","","","","","","",""
"petty_cash.description","petty_cash","","Description","","","","","","",""
"petty_cash.category","petty_cash","","Category","","","","","","",""
"petty_cash.receipt_number","petty_cash","","Receipt Number","","","","","","",""
"petty_cash.select_category","petty_cash","","Select Category","","","","","","",""
"petty_cash.enter_amount","petty_cash","","Enter amount","","","","","","",""
"petty_cash.enter_description","petty_cash","","Enter description","","","","","","",""
"petty_cash.enter_receipt_number","petty_cash","","Enter receipt number (optional)","","","","","","",""
"petty_cash.attach_receipt","petty_cash","","Attach Receipt","","","","","","",""
"petty_cash.save","petty_cash","","Save","","","","","","",""
"petty_cash.cancel","petty_cash","","Cancel","","","","","","",""
"petty_cash.expense","petty_cash","","Expense","","","","","","",""
"petty_cash.replenishment","petty_cash","","Replenishment","","","","","","",""
"petty_cash.adjustment","petty_cash","","Adjustment","","","","","","",""
"petty_cash.approved","petty_cash","","Approved","","","","","","",""
"petty_cash.pending","petty_cash","","Pending","","","","","","",""
"petty_cash.rejected","petty_cash","","Rejected","","","","","","",""
"petty_cash.error_no_school","petty_cash","","No school assigned to your account","","","","","","",""
"petty_cash.error_fill_fields","petty_cash","","Please fill in all required fields","","","","","","",""
"petty_cash.error_valid_amount","petty_cash","","Please enter a valid amount","","","","","","",""
"petty_cash.error_insufficient_balance","petty_cash","","Insufficient petty cash balance","","","","","","",""
"petty_cash.error_replenishment_amount","petty_cash","","Please enter replenishment amount","","","","","","",""
"petty_cash.error_amount_description","petty_cash","","Please enter amount and description","","","","","","",""
"petty_cash.error_withdrawal_exceeds","petty_cash","","Withdrawal amount exceeds current balance","","","","","","",""
"petty_cash.error_failed_load","petty_cash","","Failed to load petty cash information","","","","","","",""
"petty_cash.error_failed_add","petty_cash","","Failed to add expense","","","","","","",""
"petty_cash.error_failed_record","petty_cash","","Failed to record replenishment","","","","","","",""
"petty_cash.error_failed_withdrawal","petty_cash","","Failed to record withdrawal","","","","","","",""
"petty_cash.error_db_unavailable","petty_cash","","Database connection not available","","","","","","",""
"petty_cash.success_expense_added","petty_cash","","Expense added successfully","","","","","","",""
"petty_cash.success_expense_receipt","petty_cash",""," with receipt","","","","","","",""
"petty_cash.success_replenishment","petty_cash","","Replenishment recorded successfully","","","","","","",""
"petty_cash.success_withdrawal","petty_cash","","Withdrawal recorded successfully","","","","","","",""
"petty_cash.confirm_withdrawal","petty_cash","","Confirm Withdrawal","","","","","","",""
"petty_cash.confirm_withdrawal_message","petty_cash","amount","Are you sure you want to withdraw {{amount}} from petty cash?

This will reduce the available balance.","","","","","","",""
"petty_cash.withdraw","petty_cash","","Withdraw","","","","","","",""
"petty_cash.stationery_supplies","petty_cash","","Stationery & Supplies","","","","","","",""
"petty_cash.refreshments","petty_cash","","Refreshments","","","","","","",""
"petty_cash.maintenance_repairs","petty_cash","","Maintenance & Repairs","","","","","","",""
"petty_cash.travel_transport","petty_cash","","Travel & Transport","","","","","","",""
"petty_cash.communication","petty_cash","","Communication","","","","","","",""
"petty_cash.medical_first_aid","petty_cash","","Medical & First Aid","","","","","","",""
"petty_cash.cleaning_supplies","petty_cash","","Cleaning Supplies","","","","","","",""
"petty_cash.utilities_small","petty_cash","","Utilities (small amounts)","","","","","","",""
"petty_cash.emergency_expenses","petty_cash","","Emergency Expenses","","","","","","",""
"petty_cash.other","petty_cash","","Other","","","","","","",""
"petty_cash.withdrawal_adjustment","petty_cash","","Withdrawal/Adjustment","","","","","","",""
"petty_cash.loading_data","petty_cash","","Loading petty cash data...","","","","","","",""
"petty_cash.low_balance_warning","petty_cash","","Low balance - consider replenishment","","","","","","",""
"petty_cash.available_balance","petty_cash","","Available Balance","","","","","","",""
"petty_cash.replenishment_amount","petty_cash","","Replenishment Amount","","","","","","",""
"petty_cash.current_status","petty_cash","","Current Status","","","","","","",""
"petty_cash.replenishment_recommendation","petty_cash","","Recommended replenishment when balance falls below R1,000","","","","","","",""
"petty_cash.withdrawal_amount","petty_cash","","Withdrawal Amount","","","","","","",""
"petty_cash.withdrawal_reason","petty_cash","","Reason for Withdrawal","","","","","","",""
"petty_cash.withdrawal_reason_placeholder","petty_cash","","Why are you withdrawing this cash?","","","","","","",""
"petty_cash.reference_number","petty_cash","","Reference Number","","","","","","",""
"petty_cash.reference_placeholder","petty_cash","","Bank deposit slip, reference number, etc.","","","","","","",""
"petty_cash.withdrawal_notice","petty_cash","","This withdrawal will reduce your petty cash balance. Use this when cash needs to be deposited back to the main account or removed for other reasons.","","","","","","",""
"receipt.choose_method","receipt","","Choose how to add your receipt:","","","","","","",""
"receipt.take_photo","receipt","","Take Photo","","","","","","",""
"receipt.choose_from_gallery","receipt","","Choose from Gallery","","","","","","",""
"receipt.permission_required","receipt","","Permission required","","","","","","",""
"receipt.camera_permission","receipt","","Camera permission is needed to take photos","","","","","","",""
"receipt.gallery_permission","receipt","","Gallery permission is needed to select photos","","","","","","",""
"receipt.error_take_photo","receipt","","Failed to take photo","","","","","","",""
"receipt.error_select_image","receipt","","Failed to select image","","","","","","",""
"receipt.receipt_image","receipt","","Receipt Image","","","","","","",""
"receipt.add_receipt_photo","receipt","","Add Receipt Photo","","","","","","",""
"receipt.tap_to_photo_gallery","receipt","","Tap to take photo or select from gallery","","","","","","",""
"receipt.view_receipts","receipt","","View Receipts","","","","","","",""
"receipt.attach_receipt","receipt","","Attach Receipt","","","","","","",""
"receipt.attached_success","receipt","","Receipt attached","","","","","","",""
"receipt.attached_failed","receipt","","Failed to attach receipt","","","","","","",""
"receipt.no_receipts","receipt","","No receipts attached for this transaction.","","","","","","",""
"transaction.options","transaction","","Transaction Options","","","","","","",""
"transaction.choose_action","transaction","","Choose an action","","","","","","",""
"transaction.failed_cancel","transaction","","Failed to cancel transaction","","","","","","",""
"transaction.principals_only_delete","transaction","","Only principals can delete transactions","","","","","","",""
"transaction.failed_delete","transaction","","Failed to delete transaction","","","","","","",""
"transaction.failed_reverse","transaction","","Failed to create reversal","","","","","","",""
"petty_cash_reconcile.title","petty_cash_reconcile","","Cash Reconciliation","","","","","","",""
"petty_cash_reconcile.loading_data","petty_cash_reconcile","","Loading reconciliation data...","","","","","","",""
"petty_cash_reconcile.balance_comparison","petty_cash_reconcile","","Balance Comparison","","","","","","",""
"petty_cash_reconcile.system_balance","petty_cash_reconcile","","System Balance","","","","","","",""
"petty_cash_reconcile.physical_cash","petty_cash_reconcile","","Physical Cash","","","","","","",""
"petty_cash_reconcile.variance","petty_cash_reconcile","","Variance","","","","","","",""
"petty_cash_reconcile.variance_physical_exceeds","petty_cash_reconcile","","Physical cash exceeds system balance","","","","","","",""
"petty_cash_reconcile.variance_system_exceeds","petty_cash_reconcile","","System balance exceeds physical cash","","","","","","",""
"petty_cash_reconcile.count_physical_cash","petty_cash_reconcile","","Count Physical Cash","","","","","","",""
"petty_cash_reconcile.counting_instructions","petty_cash_reconcile","","Count each denomination and enter the quantity below:","","","","","","",""
"petty_cash_reconcile.enter_quantity_placeholder","petty_cash_reconcile","","0","","","","","","",""
"petty_cash_reconcile.notes_title","petty_cash_reconcile","","Reconciliation Notes","","","","","","",""
"petty_cash_reconcile.notes_placeholder","petty_cash_reconcile","","Add any notes about discrepancies or observations...","","","","","","",""
"petty_cash_reconcile.last_reconciliation","petty_cash_reconcile","","Last Reconciliation","","","","","","",""
"petty_cash_reconcile.complete_reconciliation","petty_cash_reconcile","","Complete Reconciliation","","","","","","",""
"petty_cash_reconcile.reconciling","petty_cash_reconcile","","Reconciling...","","","","","","",""
"petty_cash_reconcile.save_success_title","petty_cash_reconcile","","Reconciliation Complete","","","","","","",""
"petty_cash_reconcile.save_success_message","petty_cash_reconcile","variance","Cash reconciliation has been recorded.

Variance: {{variance}}","","","","","","",""
"petty_cash_reconcile.view_history","petty_cash_reconcile","","View History","","","","","","",""
"petty_cash_reconcile.load_error","petty_cash_reconcile","","Failed to load reconciliation data","","","","","","",""
"petty_cash_reconcile.save_error","petty_cash_reconcile","","Failed to save reconciliation","","","","","","",""
"category.choose_expense_category","category","","Choose an expense category:","","","","","","",""
"transactions.title","transactions","","Transactions","","","","","","",""
"transactions.search_placeholder","transactions","","Search transactions...","","","","","","",""
"transactions.summary_count","transactions","count, total","{{count}} of {{total}} transactions","","","","","","",""
"transactions.total","transactions","","Total","","","","","","",""
"transactions.filter_title","transactions","","Filter Transactions","","","","","","",""
"transactions.type","transactions","","Transaction Type","","","","","","",""
"transactions.all_types","transactions","","All Types","","","","","","",""
"transactions.income","transactions","","Income","","","","","","",""
"transactions.expenses","transactions","","Expenses","","","","","","",""
"transactions.category","transactions","","Category","","","","","","",""
"transactions.all_categories","transactions","","All Categories","","","","","","",""
"transactions.cat_tuition","transactions","","Tuition","","","","","","",""
"transactions.cat_supplies","transactions","","Supplies","","","","","","",""
"transactions.cat_salaries","transactions","","Salaries","","","","","","",""
"transactions.cat_maintenance","transactions","","Maintenance","","","","","","",""
"transactions.cat_utilities","transactions","","Utilities","","","","","","",""
"transactions.clear_all","transactions","","Clear All","","","","","","",""
"transactions.apply_filters","transactions","","Apply Filters","","","","","","",""
"transactions.no_data","transactions","","No Data","","","","","","",""
"transactions.no_transactions_export","transactions","","No transactions available to export","","","","","","",""
"transactions.access_denied_text","transactions","","Only school principals can access transaction details.","","","","","","",""
"transactions.load_failed","transactions","","Failed to load transactions","","","","","","",""
"transactions.error_no_school","transactions","","No preschool associated with your account","","","","","","",""
"finance_dashboard.title","finance_dashboard","","Finance Dashboard","","","","","","",""
"finance_dashboard.loading","finance_dashboard","","Loading financial dashboard...","","","","","","",""
"finance_dashboard.load_failed","finance_dashboard","","Failed to load financial dashboard","","","","","","",""
"finance_dashboard.access_denied_text","finance_dashboard","","Only school principals can access the financial dashboard.","","","","","","",""
"finance_dashboard.trend_title","finance_dashboard","","Cash Flow Trend (Last 6 Months)","","","","","","",""
"finance_dashboard.categories_title","finance_dashboard","","Expense Categories","","","","","","",""
"finance_dashboard.comparison_title","finance_dashboard","","Monthly Comparison","","","","","","",""
"finance_dashboard.export_title","finance_dashboard","","Export Data","","","","","","",""
"finance_dashboard.csv","finance_dashboard","","CSV","","","","","","",""
"finance_dashboard.excel","finance_dashboard","","Excel","","","","","","",""
"finance_dashboard.pdf","finance_dashboard","","PDF","","","","","","",""
"finance_dashboard.quick_actions_title","finance_dashboard","","Quick Actions","","","","","","",""
"finance_dashboard.view_transactions","finance_dashboard","","View Transactions","","","","","","",""
"finance_dashboard.detailed_reports","finance_dashboard","","Detailed Reports","","","","","","",""
"finance_dashboard.net_cash_flow","finance_dashboard","","Net Cash Flow","","","","","","",""
"finance_dashboard.positive","finance_dashboard","","Positive","","","","","","",""
"finance_dashboard.negative","finance_dashboard","","Negative","","","","","","",""
"finance_dashboard.total_transactions","finance_dashboard","","Total Transactions","","","","","","",""
"finance_dashboard.last_30_days","finance_dashboard","","Last 30 days","","","","","","",""
"finance_dashboard.tab_cash_flow","finance_dashboard","","Cash Flow","","","","","","",""
"finance_dashboard.tab_categories","finance_dashboard","","Categories","","","","","","",""
"finance_dashboard.tab_comparison","finance_dashboard","","Compare","","","","","","",""
"finance_dashboard.no_financial_data_export","finance_dashboard","","No financial data available to export","","","","","","",""
"parent.selectChild","Parent screen","","Select Child","","","","","","",""
"parent.myChildren","Parent screen","","My Children","","","","","","",""
"parent.communicationHub","Parent screen","","Communication Hub","","","","","","",""
"parent.messages","Parent screen","","Messages","","","","","","",""
"parent.announcements","Parent screen","","Announcements","","","","","","",""
"parent.scheduleMeeting","Parent screen","","Schedule Meeting","","","","","","",""
"parent.teacherCommunication","Parent screen","","Chat with teachers","","","","","","",""
"parent.schoolUpdates","Parent screen","","School news & updates","","","","","","",""
"parent.teacherMeeting","Parent screen","","Book parent-teacher meeting","","","","","","",""
"parent.noChildrenFound","Parent screen","","No Children Found","","","","","","",""
"parent.noChildrenLinked","Parent screen","","No children linked to your account","","","","","","",""
"parent.registerOrLinkChild","Parent screen","","Register a new child or link an existing enrolled child to start tracking their progress.","","","","","","",""
"parent.registerChild","Parent screen","","Register Child","","","","","","",""
"parent.urgentItems","Parent screen","","Urgent Items","","","","","","",""
"parent.schoolFeesDue","Parent screen","","School Fees Due","","","","","","",""
"parent.newMessages","Parent screen","","New Messages","","","","","","",""
"parent.pendingHomework","Parent screen","","Pending Homework","","","","","","",""
"parent.overdue","Parent screen","","Overdue","","","","","","",""
"parent.dueBy","Parent screen","","Due by","","","","","","",""
"parent.fromTeacher","Parent screen","","From teacher","","","","","","",""
"parent.assignmentsDue","Parent screen","","Assignments due","","","","","","",""
"parent.todaysOverview","Parent screen","","Today's Overview","","","","","","",""
"parent.attendanceToday","Parent screen","","Attendance","","","","","","",""
"parent.notRecorded","Parent screen","","Not recorded","","","","","","",""
"parent.upcomingEvents","Parent screen","","Upcoming Events","","","","","","",""
"parent.noEvents","Parent screen","","No events","","","","","","",""
"parent.thisWeek","Parent screen","","this week","","","","","","",""
"parent.attendanceStatus.present","Parent screen","","Present","","","","","","",""
"parent.attendanceStatus.absent","Parent screen","","Absent","","","","","","",""
"parent.attendanceStatus.late","Parent screen","","Late","","","","","","",""
"parent.noMessagesYet","Parent screen","","No messages yet","","","","","","",""
"parent.messagesError","Parent screen","","Failed to Load Messages","","","","","","",""
"parent.messagesErrorDesc","Parent screen","","Unable to load your messages. Please check your connection and try again.","","","","","","",""
"parent.noMessagesTitle","Parent screen","","No Messages Yet","","","","","","",""
"parent.noMessagesDesc","Parent screen","","When teachers send you messages about your child, they'll appear here.","","","","","","",""
"parent.startNewMessage","Parent screen","","Start New Message","","","","","","",""
"parent.threadError","Parent screen","","Unable to Load Messages","","","","","","",""
"parent.threadErrorDesc","Parent screen","","We couldn't load your messages. Please check your connection and try again.","","","","","","",""
"parent.startConversation","Parent screen","","Start Your Conversation","","","","","","",""
"parent.startConversationDesc","Parent screen","","Send your first message to start chatting with your child's teacher.","","","","","","",""
"parent.typeMessage","Parent screen","","Type your message...","","","","","","",""
"parent.messageSendError","Parent screen","","Failed to send message. Please try again.","","","","","","",""
"pop.uploadProofOfPayment","pop","","Upload Proof of Payment","","","","","","",""
"pop.uploadPictureOfProgress","pop","","Upload Picture of Progress","","","","","","",""
"pop.paymentFor","pop","","Payment for","","","","","","",""
"pop.paymentDetails","pop","","Payment Details","","","","","","",""
"pop.title","pop","","Title","","","","","","",""
"pop.titlePlaceholder","pop","","e.g., School fees January 2024","","","","","","",""
"pop.amount","pop","","Amount","","","","","","",""
"pop.paymentMethod","pop","","Payment Method","","","","","","",""
"pop.selectPaymentMethod","pop","","Select Payment Method","","","","","","",""
"pop.paymentDate","pop","","Payment Date","","","","","","",""
"pop.reference","pop","","Reference Number","","","","","","",""
"pop.referencePlaceholder","pop","","Bank reference, receipt number, etc.","","","","","","",""
"pop.notes","pop","","Additional Notes","","","","","","",""
"pop.notesPlaceholder","pop","","Any additional information about this payment","","","","","","",""
"pop.uploadReceipt","pop","","Upload Receipt","","","","","","",""
"pop.takePhoto","pop","","Take Photo","","","","","","",""
"pop.selectFile","pop","","Select File","","","","","","",""
"pop.uploadPaymentProof","pop","","Upload Payment Proof","","","","","","",""
"pop.uploadSuccess","pop","","Upload Successful","","","","","","",""
"pop.uploadSuccessDesc","pop","","Your proof of payment has been uploaded and is pending review.","","","","","","",""
"pop.progressFor","pop","","Progress for","","","","","","",""
"pop.progressDetails","pop","","Progress Details","","","","","","",""
"pop.subject","pop","","Subject","","","","","","",""
"pop.subjectPlaceholder","pop","","e.g., Mathematics, English, Art","","","","","","",""
"pop.achievementLevel","pop","","Achievement Level","","","","","","",""
"pop.selectAchievementLevel","pop","","Select Achievement Level","","","","","","",""
"pop.learningArea","pop","","Learning Area","","","","","","",""
"pop.learningAreaPlaceholder","pop","","Specific skill or topic demonstrated","","","","","","",""
"pop.description","pop","","Description","","","","","","",""
"pop.descriptionPlaceholder","pop","","Describe what this picture shows about your child's progress","","","","","","",""
"pop.uploadPhoto","pop","","Upload Photo","","","","","","",""
"pop.selectPhoto","pop","","Select Photo","","","","","","",""
"pop.uploadProgressPicture","pop","","Upload Progress Picture","","","","","","",""
"pop.progressUploadSuccess","pop","","Progress Upload Successful","","","","","","",""
"pop.progressUploadSuccessDesc","pop","","Your picture of progress has been uploaded and shared with the teacher.","","","","","","",""
"pop.pending","pop","","Pending Review","","","","","","",""
"pop.approved","pop","","Approved","","","","","","",""
"pop.rejected","pop","","Rejected","","","","","","",""
"pop.needsRevision","pop","","Needs Revision","","","","","","",""
"pop.popHistory","pop","","POP History","","","","","","",""
"pop.proofOfPayment","pop","","Proof of Payment","","","","","","",""
"pop.pictureOfProgress","pop","","Picture of Progress","","","","","","",""
"pop.allTypes","pop","","All Types","","","","","","",""
"pop.allStatuses","pop","","All Statuses","","","","","","",""
"pop.filterBy","pop","","Filter By","","","","","","",""
"pop.type","pop","","Type","","","","","","",""
