Key,Context,Variables,en,es,fr,pt,de,af,zu,st
"dashboard.petty_cash.enter_receipt_number","Dashboard","","Enter receipt number (optional)","","","","","","",""
"dashboard.petty_cash.attach_receipt","Dashboard","","Attach Receipt","","","","","","",""
"dashboard.petty_cash.save","Dashboard","","Save","","","","","","",""
"dashboard.petty_cash.cancel","Dashboard","","Cancel","","","","","","",""
"dashboard.petty_cash.expense","Dashboard","","Expense","","","","","","",""
"dashboard.petty_cash.replenishment","Dashboard","","Replenishment","","","","","","",""
"dashboard.petty_cash.adjustment","Dashboard","","Adjustment","","","","","","",""
"dashboard.petty_cash.approved","Dashboard","","Approved","","","","","","",""
"dashboard.petty_cash.pending","Dashboard","","Pending","","","","","","",""
"dashboard.petty_cash.rejected","Dashboard","","Rejected","","","","","","",""
"dashboard.petty_cash.error_no_school","Dashboard","","No school assigned to your account","","","","","","",""
"dashboard.petty_cash.error_fill_fields","Dashboard","","Please fill in all required fields","","","","","","",""
"dashboard.petty_cash.error_valid_amount","Dashboard","","Please enter a valid amount","","","","","","",""
"dashboard.petty_cash.error_insufficient_balance","Dashboard","","Insufficient petty cash balance","","","","","","",""
"dashboard.petty_cash.error_replenishment_amount","Dashboard","","Please enter replenishment amount","","","","","","",""
"dashboard.petty_cash.error_amount_description","Dashboard","","Please enter amount and description","","","","","","",""
"dashboard.petty_cash.error_withdrawal_exceeds","Dashboard","","Withdrawal amount exceeds current balance","","","","","","",""
"dashboard.petty_cash.error_failed_load","Dashboard","","Failed to load petty cash information","","","","","","",""
"dashboard.petty_cash.error_failed_add","Dashboard","","Failed to add expense","","","","","","",""
"dashboard.petty_cash.error_failed_record","Dashboard","","Failed to record replenishment","","","","","","",""
"dashboard.petty_cash.error_failed_withdrawal","Dashboard","","Failed to record withdrawal","","","","","","",""
"dashboard.petty_cash.error_db_unavailable","Dashboard","","Database connection not available","","","","","","",""
"dashboard.petty_cash.success_expense_added","Dashboard","","Expense added successfully","","","","","","",""
"dashboard.petty_cash.success_expense_receipt","Dashboard",""," with receipt","","","","","","",""
"dashboard.petty_cash.success_replenishment","Dashboard","","Replenishment recorded successfully","","","","","","",""
"dashboard.petty_cash.success_withdrawal","Dashboard","","Withdrawal recorded successfully","","","","","","",""
"dashboard.petty_cash.confirm_withdrawal","Dashboard","","Confirm Withdrawal","","","","","","",""
"dashboard.petty_cash.confirm_withdrawal_message","Dashboard","amount","Are you sure you want to withdraw {{amount}} from petty cash?

This will reduce the available balance.","","","","","","",""
"dashboard.petty_cash.withdraw","Dashboard","","Withdraw","","","","","","",""
"dashboard.petty_cash.stationery_supplies","Dashboard","","Stationery & Supplies","","","","","","",""
"dashboard.petty_cash.refreshments","Dashboard","","Refreshments","","","","","","",""
"dashboard.petty_cash.maintenance_repairs","Dashboard","","Maintenance & Repairs","","","","","","",""
"dashboard.petty_cash.travel_transport","Dashboard","","Travel & Transport","","","","","","",""
"dashboard.petty_cash.communication","Dashboard","","Communication","","","","","","",""
"dashboard.petty_cash.medical_first_aid","Dashboard","","Medical & First Aid","","","","","","",""
"dashboard.petty_cash.cleaning_supplies","Dashboard","","Cleaning Supplies","","","","","","",""
"dashboard.petty_cash.utilities_small","Dashboard","","Utilities (small amounts)","","","","","","",""
"dashboard.petty_cash.emergency_expenses","Dashboard","","Emergency Expenses","","","","","","",""
"dashboard.petty_cash.other","Dashboard","","Other","","","","","","",""
"dashboard.petty_cash.loading_data","Dashboard","","Loading petty cash data...","","","","","","",""
"dashboard.petty_cash.low_balance_warning","Dashboard","","Low balance - consider replenishment","","","","","","",""
"dashboard.petty_cash.available_balance","Dashboard","","Available Balance","","","","","","",""
"dashboard.petty_cash.replenishment_amount","Dashboard","","Replenishment Amount","","","","","","",""
"dashboard.petty_cash.current_status","Dashboard","","Current Status","","","","","","",""
"dashboard.petty_cash.replenishment_recommendation","Dashboard","","Recommended replenishment when balance falls below R1,000","","","","","","",""
"dashboard.petty_cash.withdrawal_amount","Dashboard","","Withdrawal Amount","","","","","","",""
"dashboard.petty_cash.withdrawal_reason","Dashboard","","Reason for Withdrawal","","","","","","",""
"dashboard.petty_cash.withdrawal_reason_placeholder","Dashboard","","Why are you withdrawing this cash?","","","","","","",""
"dashboard.petty_cash.reference_number","Dashboard","","Reference Number","","","","","","",""
"dashboard.petty_cash.reference_placeholder","Dashboard","","Bank deposit slip, reference number, etc.","","","","","","",""
"dashboard.petty_cash.withdrawal_notice","Dashboard","","This withdrawal will reduce your petty cash balance. Use this when cash needs to be deposited back to the main account or removed for other reasons.","","","","","","",""
"dashboard.receipt.choose_method","Dashboard","","Choose how to add your receipt:","","","","","","",""
"dashboard.receipt.take_photo","Dashboard","","Take Photo","","","","","","",""
"dashboard.receipt.choose_from_gallery","Dashboard","","Choose from Gallery","","","","","","",""
"dashboard.receipt.permission_required","Dashboard","","Permission required","","","","","","",""
"dashboard.receipt.camera_permission","Dashboard","","Camera permission is needed to take photos","","","","","","",""
"dashboard.receipt.gallery_permission","Dashboard","","Gallery permission is needed to select photos","","","","","","",""
"dashboard.receipt.error_take_photo","Dashboard","","Failed to take photo","","","","","","",""
"dashboard.receipt.error_select_image","Dashboard","","Failed to select image","","","","","","",""
"dashboard.receipt.receipt_image","Dashboard","","Receipt Image","","","","","","",""
"dashboard.receipt.add_receipt_photo","Dashboard","","Add Receipt Photo","","","","","","",""
"dashboard.receipt.tap_to_photo_gallery","Dashboard","","Tap to take photo or select from gallery","","","","","","",""
"dashboard.transaction.failed_cancel","Dashboard","","Failed to cancel transaction","","","","","","",""
"dashboard.transaction.principals_only_delete","Dashboard","","Only principals can delete transactions","","","","","","",""
"dashboard.transaction.failed_delete","Dashboard","","Failed to delete transaction","","","","","","",""
"dashboard.transaction.failed_reverse","Dashboard","","Failed to create reversal","","","","","","",""
"dashboard.petty_cash_reconcile.title","Dashboard","","Cash Reconciliation","","","","","","",""
"dashboard.petty_cash_reconcile.loading_data","Dashboard","","Loading reconciliation data...","","","","","","",""
"dashboard.petty_cash_reconcile.balance_comparison","Dashboard","","Balance Comparison","","","","","","",""
"dashboard.petty_cash_reconcile.system_balance","Dashboard","","System Balance","","","","","","",""
"dashboard.petty_cash_reconcile.physical_cash","Dashboard","","Physical Cash","","","","","","",""
"dashboard.petty_cash_reconcile.variance","Dashboard","","Variance","","","","","","",""
"dashboard.petty_cash_reconcile.variance_physical_exceeds","Dashboard","","Physical cash exceeds system balance","","","","","","",""
"dashboard.petty_cash_reconcile.variance_system_exceeds","Dashboard","","System balance exceeds physical cash","","","","","","",""
"dashboard.petty_cash_reconcile.count_physical_cash","Dashboard","","Count Physical Cash","","","","","","",""
"dashboard.petty_cash_reconcile.counting_instructions","Dashboard","","Count each denomination and enter the quantity below:","","","","","","",""
"dashboard.petty_cash_reconcile.enter_quantity_placeholder","Dashboard","","0","","","","","","",""
"dashboard.petty_cash_reconcile.notes_title","Dashboard","","Reconciliation Notes","","","","","","",""
"dashboard.petty_cash_reconcile.notes_placeholder","Dashboard","","Add any notes about discrepancies or observations...","","","","","","",""
"dashboard.petty_cash_reconcile.last_reconciliation","Dashboard","","Last Reconciliation","","","","","","",""
"dashboard.petty_cash_reconcile.complete_reconciliation","Dashboard","","Complete Reconciliation","","","","","","",""
"dashboard.petty_cash_reconcile.reconciling","Dashboard","","Reconciling...","","","","","","",""
"dashboard.petty_cash_reconcile.save_success_title","Dashboard","","Reconciliation Complete","","","","","","",""
"dashboard.petty_cash_reconcile.save_success_message","Dashboard","variance","Cash reconciliation has been recorded.

Variance: {{variance}}","","","","","","",""
"dashboard.petty_cash_reconcile.view_history","Dashboard","","View History","","","","","","",""
"dashboard.petty_cash_reconcile.load_error","Dashboard","","Failed to load reconciliation data","","","","","","",""
"dashboard.petty_cash_reconcile.save_error","Dashboard","","Failed to save reconciliation","","","","","","",""
"dashboard.category.choose_expense_category","Dashboard","","Choose an expense category:","","","","","","",""
"dashboard.progress","Dashboard","","Progress","","","","","","",""
"dashboard.parent.welcome_subtitle","Dashboard","","Welcome to your parent dashboard","","","","","","",""
"dashboard.parent.search_placeholder","Dashboard","","Search homework, messages, children...","","","","","","",""
"dashboard.parent.upgrade_title","Dashboard","","Unlock more parent tools","","","","","","",""
"dashboard.parent.upgrade_description","Dashboard","","Get homework help, progress insights, and remove ads by upgrading.","","","","","","",""
"dashboard.parent.hint.quick_actions.title","Dashboard","","Quick Actions","","","","","","",""
"dashboard.parent.hint.quick_actions.message","Dashboard","","Tap any card to quickly access homework, messages, payments, or Dash AI.","","","","","","",""
"dashboard.parent.hint.live_classes.title","Dashboard","","Live Classes","","","","","","",""
"dashboard.parent.hint.live_classes.message","Dashboard","","When a teacher starts a live class, you can join here instantly.","","","","","","",""
"dashboard.parent.section.my_children","Dashboard","","My Children","","","","","","",""
"dashboard.parent.section.uniform_sizes","Dashboard","","Uniform Sizes","","","","","","",""
"dashboard.parent.section.recent_activity","Dashboard","","Recent Activity","","","","","","",""
"dashboard.parent.section.homework","Dashboard","","Homework","","","","","","",""
"dashboard.parent.section.live_classes","Dashboard","","Live Classes","","","","","","",""
"dashboard.parent.section.teacher_notes","Dashboard","","Teacher Notes","","","","","","",""
"dashboard.parent.section.progress","Dashboard","","Progress & Achievements","","","","","","",""
"dashboard.parent.section.birthdays","Dashboard","","Upcoming Birthdays","","","","","","",""
"dashboard.parent.section.daily_activity","Dashboard","","Daily Activity","","","","","","",""
"dashboard.parent.section.practice_at_home","Dashboard","","Practice at Home","","","","","","",""
"dashboard.parent.section.early_learning_activities","Dashboard","","Early Learning Activities","","","","","","",""
"dashboard.parent.section.early_learning_tips","Dashboard","","Early Learning Tips for Parents","","","","","","",""
"dashboard.parent.section.overview","Dashboard","","Today's Overview","","","","","","",""
"dashboard.parent.daily_activity.title","Dashboard","","Today's Activities","","","","","","",""
"dashboard.parent.daily_activity.loading","Dashboard","","Loading activities...","","","","","","",""
"dashboard.parent.daily_activity.labels.teacher","Dashboard","","Teacher:","","","","","","",""
"dashboard.parent.daily_activity.labels.materials","Dashboard","","Materials:","","","","","","",""
"dashboard.parent.daily_activity.labels.objectives","Dashboard","","Objectives:","","","","","","",""
"dashboard.parent.daily_activity.labels.notes","Dashboard","","Notes:","","","","","","",""
"dashboard.parent.daily_activity.labels.learning_goals","Dashboard","","Learning Goals","","","","","","",""
"dashboard.parent.daily_activity.labels.materials_used","Dashboard","","Materials Used","","","","","","",""
"dashboard.parent.daily_activity.labels.teacher_notes","Dashboard","","Teacher Notes","","","","","","",""
"dashboard.parent.daily_activity.labels.added_by","Dashboard","name","Added by {{name}}","","","","","","",""
"dashboard.parent.daily_activity.empty.title","Dashboard","","No activities logged yet today","","","","","","",""
"dashboard.parent.daily_activity.empty.description","Dashboard","","Check back later for updates from your child's teacher","","","","","","",""
"dashboard.parent.child_card.homework","Dashboard","","Homework","","","","","","",""
"dashboard.parent.child_card.events","Dashboard","","Events","","","","","","",""
"dashboard.parent.child_card.attendance","Dashboard","","Attendance","","","","","","",""
"dashboard.parent.child_card.pending_homework","Dashboard","","Pending Homework","","","","","","",""
"dashboard.parent.child_card.upcoming_events","Dashboard","","Upcoming Events","","","","","","",""
"dashboard.parent.child_card.message","Dashboard","","Message","","","","","","",""
"dashboard.parent.child_card.last_activity","Dashboard","","Last activity:","","","","","","",""
"dashboard.parent.activity.homework_graded.title","Dashboard","","Homework Graded","","","","","","",""
"dashboard.parent.activity.homework_graded.description","Dashboard","name, assignment, grade","{{name}}'s ""{{assignment}}"" received {{grade}}%","","","","","","",""
"dashboard.parent.activity.homework_submitted.title","Dashboard","","Homework Submitted","","","","","","",""
"dashboard.parent.activity.homework_submitted.description","Dashboard","name, assignment","{{name}} submitted ""{{assignment}}""","","","","","","",""
"dashboard.parent.activity.message.title","Dashboard","","New Message","","","","","","",""
"dashboard.parent.activity.message.no_subject","Dashboard","","No subject","","","","","","",""
"dashboard.parent.activity.announcement.title","Dashboard","","School Announcement","","","","","","",""
"dashboard.parent.activity.time.just_now","Dashboard","","Just now","","","","","","",""
"dashboard.parent.activity.time.minutes_ago","Dashboard","count","{{count}}m ago","","","","","","",""
"dashboard.parent.activity.time.hours_ago","Dashboard","count","{{count}}h ago","","","","","","",""
"dashboard.parent.activity.time.yesterday","Dashboard","","Yesterday","","","","","","",""
"dashboard.parent.activity.time.days_ago","Dashboard","count","{{count}}d ago","","","","","","",""
"dashboard.parent.activity.empty.title","Dashboard","","No recent activity","","","","","","",""
"dashboard.parent.activity.empty.description","Dashboard","","Activity will appear here as you and your child use the platform","","","","","","",""
"dashboard.parent.homework_card.title","Dashboard","","Homework","","","","","","",""
"dashboard.parent.homework_card.summary.all_caught_up","Dashboard","","All caught up! 🎉","","","","","","",""
"dashboard.parent.homework_card.summary.assignments_pending","Dashboard","count","{{count}} assignment pending","","","","","","",""
"dashboard.parent.homework_card.summary.assignments_pending_plural","Dashboard","count","{{count}} assignments pending","","","","","","",""
"dashboard.parent.homework_card.status.overdue","Dashboard","","Overdue","","","","","","",""
"dashboard.parent.homework_card.status.due_today","Dashboard","","Due today","","","","","","",""
"dashboard.parent.homework_card.status.due_tomorrow","Dashboard","","Due tomorrow","","","","","","",""
"dashboard.parent.homework_card.status.days_left","Dashboard","count","{{count}} days left","","","","","","",""
"dashboard.parent.homework_card.empty.title","Dashboard","","No pending homework","","","","","","",""
"dashboard.parent.homework_card.empty.description","Dashboard","","Check back later for new assignments","","","","","","",""
"dashboard.parent.homework_card.view_more","Dashboard","count","View {{count}} more assignment","","","","","","",""
"dashboard.parent.homework_card.view_more_plural","Dashboard","count","View {{count}} more assignments","","","","","","",""
"dashboard.parent.teacher_notes.title","Dashboard","","From Teacher","","","","","","",""
"dashboard.parent.teacher_notes.loading","Dashboard","","Loading notes...","","","","","","",""
"dashboard.parent.teacher_notes.new_count","Dashboard","count","{{count}} new","","","","","","",""
"dashboard.parent.teacher_notes.default_title","Dashboard","","Update","","","","","","",""
"dashboard.parent.teacher_notes.from_label","Dashboard","","From:","","","","","","",""
"dashboard.parent.teacher_notes.acknowledge","Dashboard","","Acknowledge","","","","","","",""
"dashboard.parent.teacher_notes.acknowledged","Dashboard","","Acknowledged","","","","","","",""
"dashboard.parent.teacher_notes.types.highlight","Dashboard","","Daily Highlight","","","","","","",""
"dashboard.parent.teacher_notes.types.concern","Dashboard","","Please Note","","","","","","",""
"dashboard.parent.teacher_notes.types.achievement","Dashboard","","Achievement","","","","","","",""
"dashboard.parent.teacher_notes.types.reminder","Dashboard","","Reminder","","","","","","",""
"dashboard.parent.teacher_notes.types.general","Dashboard","","Note","","","","","","",""
"dashboard.parent.teacher_notes.time.just_now","Dashboard","","Just now","","","","","","",""
"dashboard.parent.teacher_notes.time.minutes_ago","Dashboard","count","{{count}}m ago","","","","","","",""
"dashboard.parent.teacher_notes.time.hours_ago","Dashboard","count","{{count}}h ago","","","","","","",""
"dashboard.parent.teacher_notes.time.days_ago","Dashboard","count","{{count}}d ago","","","","","","",""
"dashboard.parent.teacher_notes.empty","Dashboard","","No notes from teachers yet.","","","","","","",""
"dashboard.parent.progress.title","Dashboard","","Progress & Achievements","","","","","","",""
"dashboard.parent.progress.loading","Dashboard","","Loading progress...","","","","","","",""
"dashboard.parent.progress.stats.attendance","Dashboard","","Attendance","","","","","","",""
"dashboard.parent.progress.stats.homework","Dashboard","","Homework","","","","","","",""
"dashboard.parent.progress.badges.earned","Dashboard","","Earned","","","","","","",""
"dashboard.parent.progress.badges.default_name","Dashboard","","Achievement","","","","","","",""
"dashboard.parent.progress.badges.attendance_star.name","Dashboard","","Attendance Star","","","","","","",""
"dashboard.parent.progress.badges.attendance_star.description","Dashboard","","5-day attendance streak","","","","","","",""
"dashboard.parent.progress.badges.homework_hero.name","Dashboard","","Homework Hero","","","","","","",""
"dashboard.parent.progress.badges.homework_hero.description","Dashboard","","Completed all homework this week","","","","","","",""
"dashboard.parent.progress.badges.helping_hand.name","Dashboard","","Helping Hand","","","","","","",""
"dashboard.parent.progress.badges.helping_hand.description","Dashboard","","Helped a friend today","","","","","","",""
"dashboard.parent.progress.badges.creative_genius.name","Dashboard","","Creative Genius","","","","","","",""
"dashboard.parent.progress.badges.creative_genius.description","Dashboard","","Outstanding artwork","","","","","","",""
"dashboard.parent.progress.badges.math_wizard.name","Dashboard","","Math Wizard","","","","","","",""
"dashboard.parent.progress.badges.math_wizard.description","Dashboard","","Excellent counting skills","","","","","","",""
"dashboard.parent.progress.badges.bookworm.name","Dashboard","","Bookworm","","","","","","",""
"dashboard.parent.progress.badges.bookworm.description","Dashboard","","Loves story time","","","","","","",""
"dashboard.parent.progress.badges.super_listener.name","Dashboard","","Super Listener","","","","","","",""
"dashboard.parent.progress.badges.super_listener.description","Dashboard","","Always follows instructions","","","","","","",""
"dashboard.parent.progress.badges.kindness_champ.name","Dashboard","","Kindness Champion","","","","","","",""
"dashboard.parent.progress.badges.kindness_champ.description","Dashboard","","Shows kindness to everyone","","","","","","",""
"dashboard.parent.progress.last_updated","Dashboard","time","Updated {{time}}","","","","","","",""
"dashboard.parent.progress.summary.great_job","Dashboard","count","Great job! {{count}} badge earned.","","","","","","",""
"dashboard.parent.progress.summary.great_job_plural","Dashboard","count","Great job! {{count}} badges earned.","","","","","","",""
"dashboard.parent.progress.summary.keep_going","Dashboard","","Keep going! Your child is making progress.","","","","","","",""
"dashboard.parent.progress.empty","Dashboard","","No progress data yet.","","","","","","",""
"dashboard.parent.birthdays.title","Dashboard","","Upcoming Birthdays","","","","","","",""
"dashboard.parent.birthdays.loading","Dashboard","","Loading birthdays...","","","","","","",""
"dashboard.parent.birthdays.view_chart","Dashboard","","View chart","","","","","","",""
"dashboard.parent.birthdays.turning_age","Dashboard","age","Turning {{age}}","","","","","","",""
"dashboard.parent.birthdays.today","Dashboard","","Today","","","","","","",""
"dashboard.parent.birthdays.in_days","Dashboard","count","In {{count}} days","","","","","","",""
"dashboard.parent.birthdays.none","Dashboard","","No upcoming birthdays yet.","","","","","","",""
"dashboard.parent.uniform.title","Dashboard","","Uniform Sizes","","","","","","",""
"dashboard.parent.uniform.subtitle","Dashboard","","Please confirm each child's uniform sizes and quantities. A full set is 1 T-shirt + 1 shorts.","","","","","","",""
"dashboard.parent.uniform.empty","Dashboard","","Add a child first to submit uniform sizes.","","","","","","",""
"dashboard.parent.uniform.loading","Dashboard","","Loading existing submissions...","","","","","","",""
"dashboard.parent.uniform.labels.child_name","Dashboard","","Child Name","","","","","","",""
"dashboard.parent.uniform.labels.age","Dashboard","","Age (years)","","","","","","",""
"dashboard.parent.uniform.labels.tshirt_size","Dashboard","","T-shirt Size","","","","","","",""
"dashboard.parent.uniform.labels.tshirts","Dashboard","","T-shirts","","","","","","",""
"dashboard.parent.uniform.labels.shorts","Dashboard","","Shorts","","","","","","",""
"dashboard.parent.uniform.labels.full_sets","Dashboard","","Full sets (1 set = 1 T-shirt + 1 shorts)","","","","","","",""
"dashboard.parent.uniform.labels.sample_supplied","Dashboard","","Sample supplied?","","","","","","",""
"dashboard.parent.uniform.labels.returning_student","Dashboard","","Returning student?","","","","","","",""
"dashboard.parent.uniform.labels.tshirt_number","Dashboard","","T-shirt Number","","","","","","",""
"dashboard.parent.uniform.labels.back_number","Dashboard","","Back number:","","","","","","",""
"dashboard.parent.uniform.placeholders.child_name","Dashboard","","Child name","","","","","","",""
"dashboard.parent.uniform.placeholders.age","Dashboard","","Age","","","","","","",""
"dashboard.parent.uniform.placeholders.select_size","Dashboard","","Select size","","","","","","",""
"dashboard.parent.uniform.placeholders.default_one","Dashboard","","1","","","","","","",""
"dashboard.parent.uniform.placeholders.tshirt_number","Dashboard","","e.g. 08","","","","","","",""
"dashboard.parent.uniform.actions.save","Dashboard","","Save","","","","","","",""
"dashboard.parent.uniform.actions.pay_now","Dashboard","","Pay now","","","","","","",""
"dashboard.parent.uniform.actions.upload_pop","Dashboard","","Upload POP","","","","","","",""
"dashboard.parent.uniform.actions.edit","Dashboard","","Edit order","","","","","","",""
"dashboard.parent.uniform.actions.match_tshirt","Dashboard","","Match to T-shirt qty","","","","","","",""
"dashboard.parent.uniform.status.saving","Dashboard","","Saving…","","","","","","",""
"dashboard.parent.uniform.status.saved","Dashboard","","Saved","","","","","","",""
"dashboard.parent.uniform.validation.child_name","Dashboard","","Please enter the child name.","","","","","","",""
"dashboard.parent.uniform.validation.tshirt_size","Dashboard","","Select a T-shirt size.","","","","","","",""
"dashboard.parent.uniform.validation.age","Dashboard","","Enter a valid age (1-18).","","","","","","",""
"dashboard.parent.uniform.validation.tshirt_qty","Dashboard","","Enter a valid number of T-shirts (1-20).","","","","","","",""
"dashboard.parent.uniform.validation.shorts_qty","Dashboard","","Enter a valid number of shorts (0-20).","","","","","","",""
"dashboard.parent.uniform.validation.tshirt_number","Dashboard","","Enter the returning T-shirt number.","","","","","","",""
"dashboard.parent.uniform.validation.tshirt_number_format","Dashboard","","T-shirt number must be 1-6 digits.","","","","","","",""
"dashboard.parent.uniform.errors.load_existing","Dashboard","","Unable to load existing uniform sizes.","","","","","","",""
"dashboard.parent.uniform.errors.load_pricing","Dashboard","","Unable to load uniform pricing.","","","","","","",""
"dashboard.parent.uniform.errors.save_failed","Dashboard","","Save failed","","","","","","",""
"dashboard.parent.uniform.pricing.title","Dashboard","","Pricing:","","","","","","",""
"dashboard.parent.uniform.pricing.full_set","Dashboard","amount","Full set {{amount}}","","","","","","",""
"dashboard.parent.uniform.pricing.full_set_unset","Dashboard","","Full set —","","","","","","",""
"dashboard.parent.uniform.pricing.tshirt","Dashboard","amount","T-shirt {{amount}}","","","","","","",""
"dashboard.parent.uniform.pricing.tshirt_unset","Dashboard","","T-shirt —","","","","","","",""
"dashboard.parent.uniform.pricing.shorts","Dashboard","amount","Shorts {{amount}}","","","","","","",""
"dashboard.parent.uniform.pricing.shorts_unset","Dashboard","","Shorts —","","","","","","",""
"dashboard.parent.uniform.order.title","Dashboard","","Order:","","","","","","",""
"dashboard.parent.uniform.order.sets","Dashboard","count","{{count}} set(s)","","","","","","",""
"dashboard.parent.uniform.order.sets_zero","Dashboard","","0 sets","","","","","","",""
"dashboard.parent.uniform.order.extra_tshirts","Dashboard","count","{{count}} extra T-shirts","","","","","","",""
"dashboard.parent.uniform.order.extra_shorts","Dashboard","count","{{count}} extra shorts","","","","","","",""
"dashboard.parent.uniform.total.label","Dashboard","","Total:","","","","","","",""
"dashboard.parent.uniform.total.unavailable","Dashboard","","Pricing not configured","","","","","","",""
"dashboard.parent.uniform.total.note","Dashboard","","Pricing is not configured yet. We will still generate a payment reference.","","","","","","",""
"dashboard.parent.uniform.last_updated","Dashboard","","Last updated:","","","","","","",""
"dashboard.parent.uniform.payment.description","Dashboard","size, tshirts, shorts","Uniform order • Size {{size}} • T-shirts {{tshirts}} • Shorts {{shorts}}","","","","","","",""
"dashboard.parent.uniform.helper.full_sets","Dashboard","","This sets both quantities to the same value. You can still edit them separately above.","","","","","","",""
"dashboard.parent.uniform.helper.complete_form","Dashboard","","Complete the uniform form below.","","","","","","",""
"dashboard.parent.uniform.helper.sample_supplied","Dashboard","","Turn this on if you sent a sample T-shirt for sizing.","","","","","","",""
"dashboard.parent.uniform.helper.returning_student","Dashboard","","Turn this on if your child is returning and already has a back number.","","","","","","",""
"dashboard.parent.uniform.helper.back_number","Dashboard","","Use the number that should appear on the back.","","","","","","",""
"dashboard.parent.uniform.sections.details","Dashboard","","Details & Sizes","","","","","","",""
"dashboard.parent.uniform.sections.sizes","Dashboard","","Sizes & Quantities","","","","","","",""
"dashboard.parent.uniform.sections.notes","Dashboard","","Notes","","","","","","",""
"dashboard.parent.uniform.summary.details","Dashboard","","Size:","","","","","","",""
"dashboard.parent.uniform.summary.subtitle","Dashboard","","Uniform order saved.","","","","","","",""
"dashboard.parent.uniform.alerts.institution_missing.title","Dashboard","institution","{{institution}} not found","","","","","","",""
"dashboard.parent.uniform.alerts.institution_missing.message","Dashboard","institution, member","We could not find the {{institution}} for this {{member}}.","","","","","","",""
"dashboard.parent.uniform.alerts.missing_size.title","Dashboard","","Missing size","","","","","","",""
"dashboard.parent.uniform.alerts.missing_size.message","Dashboard","","Please select a T-shirt size before paying.","","","","","","",""
"dashboard.parent.uniform.alerts.missing_quantities.title","Dashboard","","Missing quantities","","","","","","",""
"dashboard.parent.uniform.alerts.missing_quantities.message","Dashboard","","Enter the number of T-shirts and shorts before paying.","","","","","","",""
"dashboard.parent.uniform.alerts.pricing_missing.title","Dashboard","","Uniform pricing not set","","","","","","",""
"dashboard.parent.uniform.alerts.pricing_missing.message","Dashboard","","Uniform pricing is not configured yet. We will still generate a reference for you.","","","","","","",""
"dashboard.parent.uniform.alerts.pricing_incomplete.title","Dashboard","","Uniform pricing incomplete","","","","","","",""
"dashboard.parent.uniform.alerts.pricing_incomplete.message","Dashboard","","Some uniform items do not have a price yet. We will still generate a reference for you.","","","","","","",""
"dashboard.parent.ad_banner.top_title","Dashboard","","Sponsored learning tips","","","","","","",""
"dashboard.parent.ad_banner.bottom_title","Dashboard","","Support the app","","","","","","",""
"dashboard.parent.ad_banner.description","Dashboard","","Upgrade to remove ads and unlock extra parent tools.","","","","","","",""
"dashboard.parent.ad_banner.cta","Dashboard","","Upgrade","","","","","","",""
"dashboard.parent.pending_requests.title","Dashboard","","Pending Requests","","","","","","",""
"dashboard.parent.pending_requests.loading","Dashboard","","Loading...","","","","","","",""
"dashboard.parent.pending_requests.types.registration","Dashboard","","New registration","","","","","","",""
"dashboard.parent.pending_requests.types.claim","Dashboard","","Link request","","","","","","",""
"dashboard.parent.pending_requests.requested_on","Dashboard","date","Requested {{date}}","","","","","","",""
"dashboard.parent.pending_requests.footer","Dashboard","","Your request is awaiting school approval. You'll be notified once reviewed.","","","","","","",""
"dashboard.parent.pending_requests.footer_plural","Dashboard","","Your requests are awaiting school approval. You'll be notified once reviewed.","","","","","","",""
"dashboard.parent.trial.ends_today","Dashboard","","⏰ Trial Ends Today!","","","","","","",""
"dashboard.parent.trial.last_day","Dashboard","","Last Day of Trial","","","","","","",""
"dashboard.parent.trial.days_left","Dashboard","count, plan","{{count}} Days Left • {{plan}} Trial","","","","","","",""
"dashboard.parent.trial.upgrade","Dashboard","","Upgrade","","","","","","",""
"dashboard.parent.practice.robotics.title","Dashboard","","Robotics Practice","","","","","","",""
"dashboard.parent.practice.robotics.description","Dashboard","","Explore robot movements, basic programming, and sensor activities","","","","","","",""
"dashboard.parent.practice.ai.title","Dashboard","","AI Activities","","","","","","",""
"dashboard.parent.practice.ai.description","Dashboard","","Age-appropriate AI learning games and pattern recognition activities","","","","","","",""
"dashboard.parent.practice.ai.prompt","Dashboard","","Help me create age-appropriate AI learning activities for my child","","","","","","",""
"dashboard.parent.practice.ai.display","Dashboard","","AI Learning Activities","","","","","","",""
"dashboard.parent.practice.computer.title","Dashboard","","Computer Literacy","","","","","","",""
"dashboard.parent.practice.computer.description","Dashboard","","Basic skills practice: typing, mouse control, app navigation, online safety","","","","","","",""
"dashboard.parent.practice.computer.prompt","Dashboard","","Help me teach my child basic computer skills like using a mouse, keyboard, and safe online practices","","","","","","",""
"dashboard.parent.practice.computer.display","Dashboard","","Computer Literacy Guide","","","","","","",""
"dashboard.parent.early_learning.heading","Dashboard","","Supporting Your Preschooler's Development","","","","","","",""
"dashboard.parent.early_learning.tips.creative_play.title","Dashboard","","🎨 Creative Play","","","","","","",""
"dashboard.parent.early_learning.tips.creative_play.description","Dashboard","","Encourage drawing, painting, and imaginative play to develop creativity and fine motor skills.","","","","","","",""
"dashboard.parent.early_learning.tips.reading.title","Dashboard","","📚 Reading Together","","","","","","",""
"dashboard.parent.early_learning.tips.reading.description","Dashboard","","Read stories daily to build language skills, vocabulary, and a love for books.","","","","","","",""
